Descrição,data,ano_mes,valor
Depósitos sobre não residentes,2019-01-01,2019-01,2154092.75800515
Depósitos sobre não residentes,2019-02-01,2019-02,2154092.75800515
Depósitos sobre não residentes,2019-03-01,2019-03,2154092.75800515
Depósitos sobre não residentes,2019-04-01,2019-04,2154092.75800515
Depósitos sobre não residentes,2019-05-01,2019-05,2154092.75800515
Depósitos sobre não residentes,2019-06-01,2019-06,2154092.75800515
Depósitos sobre não residentes,2019-07-01,2019-07,2154092.75800515
Depósitos sobre não residentes,2019-08-01,2019-08,2154092.75800515
Depósitos sobre não residentes,2019-09-01,2019-09,2154092.75800515
Depósitos sobre não residentes,2019-10-01,2019-10,2154092.75800515
Depósitos sobre não residentes,2019-11-01,2019-11,2154092.75800515
Depósitos sobre não residentes,2019-12-01,2019-12,2154092.75800515
Depósitos sobre não residentes,2020-01-01,2020-01,3572927.0300000003
Depósitos sobre não residentes,2020-02-01,2020-02,3572927.0300000003
Depósitos sobre não residentes,2020-03-01,2020-03,3572927.0300000003
Depósitos sobre não residentes,2020-04-01,2020-04,3572927.0300000003
Depósitos sobre não residentes,2020-05-01,2020-05,3572927.0300000003
Depósitos sobre não residentes,2020-06-01,2020-06,3572927.0300000003
Depósitos sobre não residentes,2020-07-01,2020-07,3572927.0300000003
Depósitos sobre não residentes,2020-08-01,2020-08,3572927.0300000003
Depósitos sobre não residentes,2020-09-01,2020-09,3572927.0300000003
Depósitos sobre não residentes,2020-10-01,2020-10,3572927.0300000003
Depósitos sobre não residentes,2020-11-01,2020-11,3572927.0300000003
Depósitos sobre não residentes,2020-12-01,2020-12,3572927.0300000003
Depósitos sobre não residentes,2021-01-01,2021-01,4188679.8799096793
Depósitos sobre não residentes,2021-02-01,2021-02,4188679.8799096793
Depósitos sobre não residentes,2021-03-01,2021-03,4188679.8799096793
Depósitos sobre não residentes,2021-04-01,2021-04,4188679.8799096793
Depósitos sobre não residentes,2021-05-01,2021-05,4188679.8799096793
Depósitos sobre não residentes,2021-06-01,2021-06,4188679.8799096793
Depósitos sobre não residentes,2021-07-01,2021-07,4188679.8799096793
Depósitos sobre não residentes,2021-08-01,2021-08,4188679.8799096793
Depósitos sobre não residentes,2021-09-01,2021-09,4188679.8799096793
Depósitos sobre não residentes,2021-10-01,2021-10,4188679.8799096793
Depósitos sobre não residentes,2021-11-01,2021-11,4188679.8799096793
Depósitos sobre não residentes,2021-12-01,2021-12,4188679.8799096793
Depósitos sobre não residentes,2022-01-01,2022-01,4466163.2200136
Depósitos sobre não residentes,2022-02-01,2022-02,4466163.2200136
Depósitos sobre não residentes,2022-03-01,2022-03,4466163.2200136
Depósitos sobre não residentes,2022-04-01,2022-04,4466163.2200136
Depósitos sobre não residentes,2022-05-01,2022-05,4466163.2200136
Depósitos sobre não residentes,2022-06-01,2022-06,4466163.2200136
Depósitos sobre não residentes,2022-07-01,2022-07,4466163.2200136
Depósitos sobre não residentes,2022-08-01,2022-08,4466163.2200136
Depósitos sobre não residentes,2022-09-01,2022-09,4466163.2200136
Depósitos sobre não residentes,2022-10-01,2022-10,4466163.2200136
Depósitos sobre não residentes,2022-11-01,2022-11,4466163.2200136
Depósitos sobre não residentes,2022-12-01,2022-12,4466163.2200136
Depósitos sobre não residentes,2023-01-01,2023-01,2876907.0102191204
Depósitos sobre não residentes,2023-02-01,2023-02,2876907.0102191204
Depósitos sobre não residentes,2023-03-01,2023-03,2876907.0102191204
Depósitos sobre não residentes,2023-04-01,2023-04,2876907.0102191204
Depósitos sobre não residentes,2023-05-01,2023-05,2876907.0102191204
Depósitos sobre não residentes,2023-06-01,2023-06,2876907.0102191204
Depósitos sobre não residentes,2023-07-01,2023-07,2876907.0102191204
Depósitos sobre não residentes,2023-08-01,2023-08,2876907.0102191204
Depósitos sobre não residentes,2023-09-01,2023-09,2876907.0102191204
Depósitos sobre não residentes,2023-10-01,2023-10,2876907.0102191204
Depósitos sobre não residentes,2023-11-01,2023-11,2876907.0102191204
Depósitos sobre não residentes,2023-12-01,2023-12,2876907.0102191204
Depósitos sobre não residentes,2024-01-01,2024-01,4518191.8713095095
Depósitos sobre não residentes,2024-02-01,2024-02,4518191.8713095095
Depósitos sobre não residentes,2024-03-01,2024-03,4518191.8713095095
Depósitos sobre não residentes,2024-04-01,2024-04,4518191.8713095095
Depósitos sobre não residentes,2024-05-01,2024-05,4518191.8713095095
Depósitos sobre não residentes,2024-06-01,2024-06,4518191.8713095095
Depósitos sobre não residentes,2024-07-01,2024-07,4518191.8713095095
Depósitos sobre não residentes,2024-08-01,2024-08,4518191.8713095095
Depósitos sobre não residentes,2024-09-01,2024-09,4518191.8713095095
Depósitos sobre não residentes,2024-10-01,2024-10,4518191.8713095095
Depósitos sobre não residentes,2024-11-01,2024-11,4518191.8713095095
Depósitos sobre não residentes,2024-12-01,2024-12,4518191.8713095095
Depósitos sobre não residentes,2026-01-01,2026-01,4616170.4396758
Depósitos sobre não residentes,2026-02-01,2026-02,4616170.4396758
Depósitos sobre não residentes,2026-03-01,2026-03,4616170.4396758
Depósitos sobre não residentes,2026-04-01,2026-04,4616170.4396758
Depósitos sobre não residentes,2026-05-01,2026-05,4616170.4396758
Depósitos sobre não residentes,2026-06-01,2026-06,4616170.4396758
Depósitos sobre não residentes,2026-07-01,2026-07,4616170.4396758
Depósitos sobre não residentes,2026-08-01,2026-08,4616170.4396758
Depósitos sobre não residentes,2026-09-01,2026-09,4616170.4396758
Depósitos sobre não residentes,2026-10-01,2026-10,4616170.4396758
Depósitos sobre não residentes,2026-11-01,2026-11,4616170.4396758
Depósitos sobre não residentes,2026-12-01,2026-12,4616170.4396758
Depósitos sobre instituições financeiras residentes,2011-01-01,2011-01,718.64684555
Depósitos sobre instituições financeiras residentes,2011-02-01,2011-02,718.64684555
Depósitos sobre instituições financeiras residentes,2011-03-01,2011-03,718.64684555
Depósitos sobre instituições financeiras residentes,2011-04-01,2011-04,718.64684555
Depósitos sobre instituições financeiras residentes,2011-05-01,2011-05,718.64684555
Depósitos sobre instituições financeiras residentes,2011-06-01,2011-06,718.64684555
Depósitos sobre instituições financeiras residentes,2011-07-01,2011-07,718.64684555
Depósitos sobre instituições financeiras residentes,2011-08-01,2011-08,718.64684555
Depósitos sobre instituições financeiras residentes,2011-09-01,2011-09,718.64684555
Depósitos sobre instituições financeiras residentes,2011-10-01,2011-10,718.64684555
Depósitos sobre instituições financeiras residentes,2011-11-01,2011-11,718.64684555
Depósitos sobre instituições financeiras residentes,2011-12-01,2011-12,718.64684555
Depósitos sobre instituições financeiras residentes,2012-01-01,2012-01,1563.56872638
Depósitos sobre instituições financeiras residentes,2012-02-01,2012-02,1563.56872638
Depósitos sobre instituições financeiras residentes,2012-03-01,2012-03,1563.56872638
Depósitos sobre instituições financeiras residentes,2012-04-01,2012-04,1563.56872638
Depósitos sobre instituições financeiras residentes,2012-05-01,2012-05,1563.56872638
Depósitos sobre instituições financeiras residentes,2012-06-01,2012-06,1563.56872638
Depósitos sobre instituições financeiras residentes,2012-07-01,2012-07,1563.56872638
Depósitos sobre instituições financeiras residentes,2012-08-01,2012-08,1563.56872638
Depósitos sobre instituições financeiras residentes,2012-09-01,2012-09,1563.56872638
Depósitos sobre instituições financeiras residentes,2012-10-01,2012-10,1563.56872638
Depósitos sobre instituições financeiras residentes,2012-11-01,2012-11,1563.56872638
Depósitos sobre instituições financeiras residentes,2012-12-01,2012-12,1563.56872638
Depósitos sobre instituições financeiras residentes,2013-01-01,2013-01,961.0879761599999
Depósitos sobre instituições financeiras residentes,2013-02-01,2013-02,961.0879761599999
Depósitos sobre instituições financeiras residentes,2013-03-01,2013-03,961.0879761599999
Depósitos sobre instituições financeiras residentes,2013-04-01,2013-04,961.0879761599999
Depósitos sobre instituições financeiras residentes,2013-05-01,2013-05,961.0879761599999
Depósitos sobre instituições financeiras residentes,2013-06-01,2013-06,961.0879761599999
Depósitos sobre instituições financeiras residentes,2013-07-01,2013-07,961.0879761599999
Depósitos sobre instituições financeiras residentes,2013-08-01,2013-08,961.0879761599999
Depósitos sobre instituições financeiras residentes,2013-09-01,2013-09,961.0879761599999
Depósitos sobre instituições financeiras residentes,2013-10-01,2013-10,961.0879761599999
Depósitos sobre instituições financeiras residentes,2013-11-01,2013-11,961.0879761599999
Depósitos sobre instituições financeiras residentes,2013-12-01,2013-12,961.0879761599999
Depósitos sobre instituições financeiras residentes,2014-01-01,2014-01,1434.45042657
Depósitos sobre instituições financeiras residentes,2014-02-01,2014-02,1434.45042657
Depósitos sobre instituições financeiras residentes,2014-03-01,2014-03,1434.45042657
Depósitos sobre instituições financeiras residentes,2014-04-01,2014-04,1434.45042657
Depósitos sobre instituições financeiras residentes,2014-05-01,2014-05,1434.45042657
Depósitos sobre instituições financeiras residentes,2014-06-01,2014-06,1434.45042657
Depósitos sobre instituições financeiras residentes,2014-07-01,2014-07,1434.45042657
Depósitos sobre instituições financeiras residentes,2014-08-01,2014-08,1434.45042657
Depósitos sobre instituições financeiras residentes,2014-09-01,2014-09,1434.45042657
Depósitos sobre instituições financeiras residentes,2014-10-01,2014-10,1434.45042657
Depósitos sobre instituições financeiras residentes,2014-11-01,2014-11,1434.45042657
Depósitos sobre instituições financeiras residentes,2014-12-01,2014-12,1434.45042657
Depósitos sobre instituições financeiras residentes,2015-01-01,2015-01,1452.9981479799999
Depósitos sobre instituições financeiras residentes,2015-02-01,2015-02,1452.9981479799999
Depósitos sobre instituições financeiras residentes,2015-03-01,2015-03,1452.9981479799999
Depósitos sobre instituições financeiras residentes,2015-04-01,2015-04,1452.9981479799999
Depósitos sobre instituições financeiras residentes,2015-05-01,2015-05,1452.9981479799999
Depósitos sobre instituições financeiras residentes,2015-06-01,2015-06,1452.9981479799999
Depósitos sobre instituições financeiras residentes,2015-07-01,2015-07,1452.9981479799999
Depósitos sobre instituições financeiras residentes,2015-08-01,2015-08,1452.9981479799999
Depósitos sobre instituições financeiras residentes,2015-09-01,2015-09,1452.9981479799999
Depósitos sobre instituições financeiras residentes,2015-10-01,2015-10,1452.9981479799999
Depósitos sobre instituições financeiras residentes,2015-11-01,2015-11,1452.9981479799999
Depósitos sobre instituições financeiras residentes,2015-12-01,2015-12,1452.9981479799999
Depósitos sobre instituições financeiras residentes,2016-01-01,2016-01,1247.1486481900001
Depósitos sobre instituições financeiras residentes,2016-02-01,2016-02,1247.1486481900001
Depósitos sobre instituições financeiras residentes,2016-03-01,2016-03,1247.1486481900001
Depósitos sobre instituições financeiras residentes,2016-04-01,2016-04,1247.1486481900001
Depósitos sobre instituições financeiras residentes,2016-05-01,2016-05,1247.1486481900001
Depósitos sobre instituições financeiras residentes,2016-06-01,2016-06,1247.1486481900001
Depósitos sobre instituições financeiras residentes,2016-07-01,2016-07,1247.1486481900001
Depósitos sobre instituições financeiras residentes,2016-08-01,2016-08,1247.1486481900001
Depósitos sobre instituições financeiras residentes,2016-09-01,2016-09,1247.1486481900001
Depósitos sobre instituições financeiras residentes,2016-10-01,2016-10,1247.1486481900001
Depósitos sobre instituições financeiras residentes,2016-11-01,2016-11,1247.1486481900001
Depósitos sobre instituições financeiras residentes,2016-12-01,2016-12,1247.1486481900001
Depósitos sobre instituições financeiras residentes,2017-01-01,2017-01,5970.03715321
Depósitos sobre instituições financeiras residentes,2017-02-01,2017-02,5970.03715321
Depósitos sobre instituições financeiras residentes,2017-03-01,2017-03,5970.03715321
Depósitos sobre instituições financeiras residentes,2017-04-01,2017-04,5970.03715321
Depósitos sobre instituições financeiras residentes,2017-05-01,2017-05,5970.03715321
Depósitos sobre instituições financeiras residentes,2017-06-01,2017-06,5970.03715321
Depósitos sobre instituições financeiras residentes,2017-07-01,2017-07,5970.03715321
Depósitos sobre instituições financeiras residentes,2017-08-01,2017-08,5970.03715321
Depósitos sobre instituições financeiras residentes,2017-09-01,2017-09,5970.03715321
Depósitos sobre instituições financeiras residentes,2017-10-01,2017-10,5970.03715321
Depósitos sobre instituições financeiras residentes,2017-11-01,2017-11,5970.03715321
Depósitos sobre instituições financeiras residentes,2017-12-01,2017-12,5970.03715321
Depósitos sobre instituições financeiras residentes,2018-01-01,2018-01,7687.164365900001
Depósitos sobre instituições financeiras residentes,2018-02-01,2018-02,7687.164365900001
Depósitos sobre instituições financeiras residentes,2018-03-01,2018-03,7687.164365900001
Depósitos sobre instituições financeiras residentes,2018-04-01,2018-04,7687.164365900001
Depósitos sobre instituições financeiras residentes,2018-05-01,2018-05,7687.164365900001
Depósitos sobre instituições financeiras residentes,2018-06-01,2018-06,7687.164365900001
Depósitos sobre instituições financeiras residentes,2018-07-01,2018-07,7687.164365900001
Depósitos sobre instituições financeiras residentes,2018-08-01,2018-08,7687.164365900001
Depósitos sobre instituições financeiras residentes,2018-09-01,2018-09,7687.164365900001
Depósitos sobre instituições financeiras residentes,2018-10-01,2018-10,7687.164365900001
Depósitos sobre instituições financeiras residentes,2018-11-01,2018-11,7687.164365900001
Depósitos sobre instituições financeiras residentes,2018-12-01,2018-12,7687.164365900001
Depósitos sobre instituições financeiras residentes,2019-01-01,2019-01,3361.7779865400003
Depósitos sobre instituições financeiras residentes,2019-02-01,2019-02,3361.7779865400003
Depósitos sobre instituições financeiras residentes,2019-03-01,2019-03,3361.7779865400003
Depósitos sobre instituições financeiras residentes,2019-04-01,2019-04,3361.7779865400003
Depósitos sobre instituições financeiras residentes,2019-05-01,2019-05,3361.7779865400003
Depósitos sobre instituições financeiras residentes,2019-06-01,2019-06,3361.7779865400003
Depósitos sobre instituições financeiras residentes,2019-07-01,2019-07,3361.7779865400003
Depósitos sobre instituições financeiras residentes,2019-08-01,2019-08,3361.7779865400003
Depósitos sobre instituições financeiras residentes,2019-09-01,2019-09,3361.7779865400003
Depósitos sobre instituições financeiras residentes,2019-10-01,2019-10,3361.7779865400003
Depósitos sobre instituições financeiras residentes,2019-11-01,2019-11,3361.7779865400003
Depósitos sobre instituições financeiras residentes,2019-12-01,2019-12,3361.7779865400003
Depósitos sobre instituições financeiras residentes,2020-01-01,2020-01,13736.18
Depósitos sobre instituições financeiras residentes,2020-02-01,2020-02,13736.18
Depósitos sobre instituições financeiras residentes,2020-03-01,2020-03,13736.18
Depósitos sobre instituições financeiras residentes,2020-04-01,2020-04,13736.18
Depósitos sobre instituições financeiras residentes,2020-05-01,2020-05,13736.18
Depósitos sobre instituições financeiras residentes,2020-06-01,2020-06,13736.18
Depósitos sobre instituições financeiras residentes,2020-07-01,2020-07,13736.18
